id,title,PY,wc__oecd,wosarticle__di,prediction,DOI,word,continent
2513002,"Short-term effects of ambient temperature on the risk of premature rupture of membranes in Xinxiang, China: A time-series analysis",2019.0,Natural Sciences,10.1016/j.scitotenv.2019.06.457,0.980688532602496,[link](https://dx.doi.org/10.1016/j.scitotenv.2019.06.457),"China, Xinxiang",Asia
793775,Transport and public health in China: the road to a healthy future,2017.0,Medical and Health Sciences,10.1016/S0140-6736(17)31958-X,0.7170937941659083,[link](https://dx.doi.org/10.1016/S0140-6736(17)31958-X),China,Asia
3396323,"Air pollutants and outpatient visits for cardiovascular disease in a severe haze-fog city: Shijiazhuang, China",2019.0,,10.1186/s12889-019-7690-4,0.9070562048329072,[link](https://dx.doi.org/10.1186/s12889-019-7690-4),Shijiazhuang,Asia
791833,"How seasonality and weather affect perinatal health: Comparing the experiences of indigenous and non-indigenous mothers in Kanungu District, Uganda",2017.0,Medical and Health Sciences,10.1016/j.socscimed.2017.06.021,1.0,[link](https://dx.doi.org/10.1016/j.socscimed.2017.06.021),"Kanungu, Uganda",Africa
3425014,"PSYCHIATRIC MORBIDITIES AMONG POST FLOOD ELDERLY VICTIMS IN KELANTAN, MALAYSIA",2016.0,,,0.3906394905877785,,"Kelantan, Malaysia",Asia
3418686,Assessment of a trap based Aedes aegypti surveillance program using mathematical modeling,2018.0,,10.1371/journal.pone.0190673,0.4247493915405303,[link](https://dx.doi.org/10.1371/journal.pone.0190673),"Vitoria, Espirito Santo, Brazil",South America
256692,Spatial and temporal variations of pollen concentrations in Islamabad (Pakistan): effect of meteorological parameters and impact on human health,2015.0,Natural Sciences,10.1080/00173134.2014.967289,0.7476095507887521,[link](https://dx.doi.org/10.1080/00173134.2014.967289),"Islamabad, Pakistan",Asia
1821548,Environmental factors associated with the distribution of visceral leishmaniasis in endemic areas of Bangladesh: modeling the ecological niche,2017.0,Medical and Health Sciences,10.1186/s41182-017-0054-9,0.6073112952415223,[link](https://dx.doi.org/10.1186/s41182-017-0054-9),"Bangladesh, Mymensingh",Asia
3759722,"Hotspot detection and socio-ecological factor analysis of asthma hospitalization rate in Guangxi, China",2020.0,,10.1016/j.envres.2020.109201,0.7949649951926228,[link](https://dx.doi.org/10.1016/j.envres.2020.109201),"Guangxi, China",Asia
1987805,Mitigation pathways of air pollution from residential emissions in the Beijing-Tianjin-Hebei region in China,2019.0,Natural Sciences,10.1016/j.envint.2018.09.059,0.914813513610262,[link](https://dx.doi.org/10.1016/j.envint.2018.09.059),China,Asia
2099048,Impacts of household sources on air pollution at village and regional scales in India,2019.0,,10.5194/acp-19-7719-2019,0.9185211658839292,[link](https://dx.doi.org/10.5194/acp-19-7719-2019),"India, New Delhi, Haryana",Asia
777534,"Risk analysis and prediction of visceral leishmaniasis dispersion in Sao Paulo State, Brazil",2017.0,Medical and Health Sciences,10.1371/journal.pntd.0005353,0.3686653183747127,[link](https://dx.doi.org/10.1371/journal.pntd.0005353),"Brazil, Bolivia",South America
3453465,Prevalence and Determinants of PTSD 3 Years After an Earthquake in Iran,2019.0,,10.1007/s10597-019-00384-x,0.4271559327936521,[link](https://dx.doi.org/10.1007/s10597-019-00384-x),Iran,Asia
2378014,Heat waves and cold spells in three Arctic and subarctic cities as mortality risk factors,2018.0,,10.18821/0016-9900-2018-97-8-791-798,0.8820582014244615,[link](https://dx.doi.org/10.18821/0016-9900-2018-97-8-791-798),"Murmansk, Russia",Europe
3315140,Seasonality of dengue reporting in state capitals in the Brazilian Amazon and impacts of El Nino/La Nina,2019.0,,10.1590/0102-311X00123417,0.5382681956986911,[link](https://dx.doi.org/10.1590/0102-311X00123417),"Manaus, Amazonas, Sao Luis, Palmas, Belem",South America
789190,Impact assessment of climate change on poverty reduction: A global perspective,2017.0,Natural Sciences,10.1016/j.pce.2017.06.011,0.5410005715685112,[link](https://dx.doi.org/10.1016/j.pce.2017.06.011),"China, India, Senegal",Asia
3337774,Eyeing the storm: How residents of coastal Florida see hurricane forecasts and warnings,2018.0,,10.1016/j.ijdrr.2018.02.027,0.5270590701012118,[link](https://dx.doi.org/10.1016/j.ijdrr.2018.02.027),"Florida, Miami-Dade",North America
2099021,"Associations between High Temperature, Heavy Rainfall, and Diarrhea among Young Children in Rural Tamil Nadu, India: A Prospective Cohort Study",2019.0,,10.1289/EHP3711,0.8296899171989148,[link](https://dx.doi.org/10.1289/EHP3711),"India, Tamil Nadu",Asia
476336,The periodicity of Plasmodium vivax and Plasmodium falciparum in Venezuela,2014.0,Medical and Health Sciences,10.1016/j.actatropica.2013.10.007,0.6156493952525534,[link](https://dx.doi.org/10.1016/j.actatropica.2013.10.007),Venezuela,South America
1925921,"PM25-bound oxygenated PAHs, nitro-PAHs and parent-PAHs from the atmosphere of a Chinese megacity: Seasonal variation, sources and cancer risk assessment",2014.0,Natural Sciences,10.1016/j.scitotenv.2013.11.108,0.7028415656844276,[link](https://dx.doi.org/10.1016/j.scitotenv.2013.11.108),Xi'an,Asia
27623,Health impacts of climate change in Vanuatu: an assessment and adaptation action plan.,2013.0,,10.5539/gjhs.v5n3p42,0.7271857900969954,[link](https://dx.doi.org/10.5539/gjhs.v5n3p42),Vanuatu,Oceania
758746,"Health at the Sub-catchment Scale: Typhoid and Its Environmental Determinants in Central Division, Fiji",2016.0,Natural Sciences,10.1007/s10393-016-1152-6,0.3791108561622071,[link](https://dx.doi.org/10.1007/s10393-016-1152-6),"30-months, Fiji",Oceania
194601,"Associations between ozone, PM2.5, and four pollen types on emergency department pediatric asthma events during the warm season in New Jersey: A case-crossover study",2014.0,Natural Sciences,10.1016/j.envres.2014.03.035,1.0,[link](https://dx.doi.org/10.1016/j.envres.2014.03.035),"New Jersey, United States",North America
3624775,Impact of climate and public health interventions on the COVID-19 pandemic: A prospective cohort study.,2020.0,,10.1503/cmaj.200920,0.6258221373494689,[link](https://dx.doi.org/10.1503/cmaj.200920),"China, Italy, South Korea, Iran",Asia
1288158,Indoor air pollution from biomass cookstoves in rural Senegal,2018.0,Engineering and Technology,10.1016/j.esd.2018.02.002,0.5300166691468983,[link](https://dx.doi.org/10.1016/j.esd.2018.02.002),Senegal,Africa
3419407,"Short-term association between road traffic noise and healthcare demand generated by Parkinson's disease in Madrid, Spain",2018.0,,10.1016/j.gaceta.2017.01.005,0.6327407452588496,[link](https://dx.doi.org/10.1016/j.gaceta.2017.01.005),Madrid,Europe
1514633,"Geographic Information System-Based Analysis of the Spatial and Spatio-Temporal Distribution of Zoonotic Cutaneous Leishmaniasis in Golestan Province, North-East of Iran",2015.0,Medical and Health Sciences,10.1111/zph.12109,0.466591514135913,[link](https://dx.doi.org/10.1111/zph.12109),Iran,Asia
3286539,"Occurrence and seasonal variation of human Plasmodium infection in Punjab Province, Pakistan",2019.0,,10.1186/s12879-019-4590-2,0.6296861521342344,[link](https://dx.doi.org/10.1186/s12879-019-4590-2),"Punjab, Pakistan, Rawalpindi, Multan",Asia
3360775,Evaluation of meteorological and epidemiological characteristics of fatal pulmonary embolism,2016.0,,10.1007/s00484-015-1032-8,0.4379470354515687,[link](https://dx.doi.org/10.1007/s00484-015-1032-8),Budapest,Europe
2319581,"Spatial, temporal and size distribution of particulate matter and its chemical constituents in Faisalabad, Pakistan",2015.0,,10.1016/S0187-6236(15)30003-5,1.0,[link](https://dx.doi.org/10.1016/S0187-6236(15)30003-5),"Faisalabad, Pakistan",Asia
550517,"Protective factors for mental health and well-being in a changing climate: Perspectives from Inuit youth in Nunatsiavut, Labrador",2015.0,Medical and Health Sciences,10.1016/j.socscimed.2015.07.017,0.3966599779773384,[link](https://dx.doi.org/10.1016/j.socscimed.2015.07.017),"Labrador, Canada, Rigolet",North America
3482151,Isoconcentration mapping of particulate matter in Hamedan intercity bus stations,2013.0,,10.1111/j.1747-6593.2012.00351.x,0.535690030133595,[link](https://dx.doi.org/10.1111/j.1747-6593.2012.00351.x),"ArcView, Hamedan",Asia
3481987,Spatiotemporal Heterogeneity Analysis of Hemorrhagic Fever with Renal Syndrome in China Using Geographically Weighted Regression Models,2014.0,,10.3390/ijerph111212129,0.5451338218749241,[link](https://dx.doi.org/10.3390/ijerph111212129),China,Asia
1989269,Public health impacts of excess NOx emissions from Volkswagen diesel passenger vehicles in Germany,2017.0,Natural Sciences,10.1088/1748-9326/aa5987,0.5106001013943942,[link](https://dx.doi.org/10.1088/1748-9326/aa5987),"Germany, Norway, Switzerland",Europe
2498420,"Temporal analysis of air pollution and its relationship with meteorological parameters in Bahrain, 2006-2012",2018.0,,10.1007/s12517-018-3403-z,1.0,[link](https://dx.doi.org/10.1007/s12517-018-3403-z),Bahrain,Asia
3436761,Ambient temperature and cardiovascular biomarkers in a repeated-measure study in healthy adults: A novel biomarker index approach,2017.0,,10.1016/j.envres.2017.02.036,0.3524719647628118,[link](https://dx.doi.org/10.1016/j.envres.2017.02.036),"Beijing, China",Asia
748068,"Vulnerability to climatic change in riparian char and river-bank households in Bangladesh: Implication for policy, livelihoods and social development",2017.0,Natural Sciences,10.1016/j.ecolind.7.016.06.045,0.5248855307518213,[link](https://dx.doi.org/10.1016/j.ecolind.7.016.06.045),Bangladesh,Asia
3752088,Impact on population exposure to pm2.5 by its source factors in China: Provincial panel data analysis,2017.0,,,0.6095376134443814,,China,Asia
3278787,The Impacts of Climatic Factors and Vegetation on Hemorrhagic Fever with Renal Syndrome Transmission in China: A Study of 109 Counties,2019.0,,10.3390/ijerph16183434,0.8680065567560048,[link](https://dx.doi.org/10.3390/ijerph16183434),China,Asia
3363713,Do the threats of alder and birch allergenic pollen differ within an urban area?,2018.0,,10.1016/j.ufug.2018.07.013,0.4884580968441872,[link](https://dx.doi.org/10.1016/j.ufug.2018.07.013),"Alnus, Rzeszow",Europe
1653365,"Characterization of indoor/outdoor PM10, PM2.5, PM1 and radon concentrations in Imam Khomeini hospital",2016.0,Natural Sciences,,0.8605597722353971,,"Tehran, Iran",Asia
707808,Evaluation of a Wildfire Smoke Forecasting System as a Tool for Public Health Protection,2013.0,Natural Sciences,10.1289/ehp.1306768,0.8573522083072687,[link](https://dx.doi.org/10.1289/ehp.1306768),"British Columbia, Canada",North America
1900425,Assessing Climate Driven Malaria Variability in Ghana Using a Regional Scale Dynamical Model,2017.0,Natural Sciences,10.3390/cli5010020,0.6468743008540078,[link](https://dx.doi.org/10.3390/cli5010020),"Ghana, Kumasi",Africa
3454680,Geographic patterns and environmental factors associated with human yellow fever presence in the Americas,2017.0,,10.1371/journal.pntd.0005897,0.4493599635177716,[link](https://dx.doi.org/10.1371/journal.pntd.0005897),"Peru, Brazil, Colombia",South America
2502972,Heat- and cold-stress effects on cardiovascular mortality and morbidity among urban and rural populations in the Czech Republic,2014.0,,10.1007/s00484-013-0693-4,1.0,[link](https://dx.doi.org/10.1007/s00484-013-0693-4),"Czech Republic, Prague",Europe
3311872,Correlation between air pollution and hospitalization due to myocardial infarction,2019.0,,10.22122/arya.v15i4.1834,0.9686077736479852,[link](https://dx.doi.org/10.22122/arya.v15i4.1834),"Isfahan, Iran",Asia
1531957,A survey of intestinal parasites including associated risk factors in humans in Panama,2015.0,Medical and Health Sciences,10.1016/j.actatropica.2015.03.024,0.4118561528811369,[link](https://dx.doi.org/10.1016/j.actatropica.2015.03.024),Panama,North America
3430913,Not so close but still extremely loud: Recollection of the world trade center terror attack and previous hurricanes moderates the association between exposure to hurricane sandy and posttraumatic Stress Symptoms,2014.0,,10.1016/j.comppsych.2014.01.013,0.35554051866649866,[link](https://dx.doi.org/10.1016/j.comppsych.2014.01.013),East Coast,North America
3478825,"Characterization and source identification of PM2.5-bound polycyclic aromatic hydrocarbons (PAHs) in different seasons from Shanghai, China",2018.0,,10.1016/j.scitotenv.2018.07.049,0.8236652692369967,[link](https://dx.doi.org/10.1016/j.scitotenv.2018.07.049),"Shanghai, China",Asia
3461643,"The relationship of high PM2.5 days and subsequent asthma-related hospital encounters during the fireplace season in Phoenix, AZ, 2008-2012",2017.0,,10.1007/s11869-016-0431-2,0.9553310440941064,[link](https://dx.doi.org/10.1007/s11869-016-0431-2),Phoenix,North America
910475,The characteristics and drivers of fine particulate matter (PM2.5) distribution in China,2017.0,Engineering and Technology,10.1016/j.jclepro.2016.11.104,0.9262300602454356,[link](https://dx.doi.org/10.1016/j.jclepro.2016.11.104),China,Asia
3309933,Mitigating the impacts of air pollutants in Nepal and climate co-benefits: a scenario-based approach,2020.0,,10.1007/s11869-020-00799-6,0.6952143373819554,[link](https://dx.doi.org/10.1007/s11869-020-00799-6),Nepal,Asia
1291790,Impacts of future urban expansion on summer climate and heat-related human health in eastern China,2018.0,Natural Sciences,10.1016/j.envint.2017.12.027,1.0,[link](https://dx.doi.org/10.1016/j.envint.2017.12.027),"China, ChinaChina",Asia
296367,Incidence of acute-onset atrial fibrillation correlates with air temperature. Results of a nine-year survey.,2014.0,,10.1016/j.jegh.2013.12.003,0.7135509336048891,[link](https://dx.doi.org/10.1016/j.jegh.2013.12.003),"Italy, Saudi Arabia",Asia
649108,Unusually cold and dry winters increase mortality in Australia,2015.0,Natural Sciences,10.1016/j.envres.2014.08.046,0.8126982448746466,[link](https://dx.doi.org/10.1016/j.envres.2014.08.046),Australia,Oceania
2266915,Effects of fine particulate matter and its constituents on low birth weight among full-term infants in California,2014.0,,10.1016/j.envres.2013.10.008,0.6452490861804887,[link](https://dx.doi.org/10.1016/j.envres.2013.10.008),California,North America
1368547,Demographic and spatio-temporal distribution of cutaneous leishmaniasis in the Souf oasis (Eastern South of Algeria): Results of 13 years,2017.0,Medical and Health Sciences,10.1016/j.actatropica.2016.11.012,0.6454139789257434,[link](https://dx.doi.org/10.1016/j.actatropica.2016.11.012),Algeria,Africa
3754539,Cost-benefit analysis of flood early warning system in the Karnali River Basin of Nepal,2020.0,,10.1016/j.ijdrr.2020.101534,0.3560961855678583,[link](https://dx.doi.org/10.1016/j.ijdrr.2020.101534),Nepal,Asia
3286636,Future Heat Waves in Different European Capitals Based on Climate Change Indicators,2019.0,,10.3390/ijerph16203959,0.8088941853325927,[link](https://dx.doi.org/10.3390/ijerph16203959),"Rome, London, Luxembourg",Europe
2373743,Spatial planning and climate change adaptation assessment: Perspectives from Mdantsane Township dwellers in South Africa,2019.0,Social Sciences,10.1016/j.habitatint.2019.04.005,0.4335870763980981,[link](https://dx.doi.org/10.1016/j.habitatint.2019.04.005),"Mdantsane, South Africa",Africa
3480758,"Long-term measurements of planetary boundary layer height and interactions with PM2.5 in Shanghai, China",2019.0,,10.1016/j.apr.2019.01.007,0.5,[link](https://dx.doi.org/10.1016/j.apr.2019.01.007),"Shanghai, China",Asia
1867954,Airborne particulate matter (PM2.5) and the prevalence of allergic conjunctivitis in Japan,2014.0,,10.1016/j.scitotenv.2014.04.057,0.9217785594316849,[link](https://dx.doi.org/10.1016/j.scitotenv.2014.04.057),Tokyo,Asia
1553067,Regional morbidity and mortality during heatwaves in South Australia,2018.0,Natural Sciences,10.1007/s00484-018-1593-4,0.930145600229309,[link](https://dx.doi.org/10.1007/s00484-018-1593-4),"Australia, South Australia",Oceania
1466269,"Impact of meteorological factors on the incidence of childhood hand, foot, and mouth disease (HFMD) analyzed by DLNMs-based time series approach",2018.0,Medical and Health Sciences,10.1186/s40249-018-0388-5,0.903996271946352,[link](https://dx.doi.org/10.1186/s40249-018-0388-5),"China, Shanghai, Minhang, District",Asia
3429091,"Mean air temperature as a risk factor for stroke mortality in So Paulo, Brazil",2018.0,,10.1007/s00484-018-1554-y,0.9505364991858868,[link](https://dx.doi.org/10.1007/s00484-018-1554-y),Brazil,South America
2325315,Effectiveness of Ultra-Low Volume insecticide spraying to prevent dengue in a non-endemic metropolitan area of Brazil,2019.0,,10.1371/journal.pcbi.1006831,0.6107232308364654,[link](https://dx.doi.org/10.1371/journal.pcbi.1006831),"Porto Alegre, Brazil",South America
2271191,Association of Stillbirth With Ambient Air Pollution in a California Cohort Study,2015.0,,10.1093/aje/kwu460,0.7850301942446709,[link](https://dx.doi.org/10.1093/aje/kwu460),California,North America
3748071,"Association between short-term exposure to air pollution and ischemic stroke onset: A time-stratified case-crossover analysis using a distributed lag nonlinear model in Shenzhen, China",2020.0,,10.1186/s12940-019-0557-4,0.9169545017891148,[link](https://dx.doi.org/10.1186/s12940-019-0557-4),Shenzhen,Asia
1024388,Attribution of aerosol direct radiative forcing in China and India to emitting sectors,2018.0,Natural Sciences,10.1016/j.atmosenv.2018.07.011,0.4689188324947801,[link](https://dx.doi.org/10.1016/j.atmosenv.2018.07.011),"China, India",Asia
2539172,Characteristic and sources of atmospheric ozone in Xi'an,2019.0,Engineering and Technology,10.1177/1420326X19867576,0.4848131976430676,[link](https://dx.doi.org/10.1177/1420326X19867576),"Xi'an, China",Asia
1622671,"DOES CLIMATE CHANGE AFFECT PRICE OF VEGETABLES: EVIDENCE FROM TIGRAI, NORTHERN MOST ETHIOPIA",2017.0,Agricultural Sciences,,0.44766311030401257,,"Ethiopia, Tigrai",Africa
428821,"Measures against heat stress in the city of Gelsenkirchen, Germany",2013.0,Social Sciences,,0.4679442990079423,,"Gelsenkirchen, Germany",Europe
2316321,Excess deaths associated with the 2014 chikungunya epidemic in Jamaica,2019.0,,10.1080/20477724.2019.1574111,0.5,[link](https://dx.doi.org/10.1080/20477724.2019.1574111),Jamaica,North America
3483390,Association between high and low ambient temperature and out-of-hospital cardiac arrest with cardiac etiology in Japan: a case-crossover study,2017.0,,10.1186/s12199-017-0669-9,0.556716177370275,[link](https://dx.doi.org/10.1186/s12199-017-0669-9),"Japan, Tokyo, Osaka, Fukuoka Prefecture",Asia
3398968,Long-term exposure to air pollution and the incidence of multiple sclerosis: A population-based cohort study,2018.0,,10.1016/j.envres.2018.06.003,0.6932285948691348,[link](https://dx.doi.org/10.1016/j.envres.2018.06.003),"Ontario, Canada",North America
141022,Characteristics of the Exposure-Response Relationship of Particulate Matter and Mortality A Time Series Analysis of 7 Cities in China,2015.0,Medical and Health Sciences,10.1097/JOM.0000000000000541,0.8878366194131273,[link](https://dx.doi.org/10.1097/JOM.0000000000000541),China,Asia
382721,Effects of City Expansion on Heat Stress under Climate Change Conditions,2015.0,Natural Sciences,10.1371/journal.pone.0117066,0.3577729076443954,[link](https://dx.doi.org/10.1371/journal.pone.0117066),Sydney,Oceania
1885250,"ASSESSING RELATIONSHIP BETWEEN SELECTED CLIMATE VARIABLES, HUMAN DISEASES AND CROP PRODUCTION USING ARDL APPROACH - THE EXAMPLE OF ONDO STATE, NIGERIA",2017.0,Agricultural Sciences,,0.4331558943090725,,"Ondo, Nigeria",Africa
2361804,A case-crossover analysis of the impact of weather on primary cases of Middle East respiratory syndrome,2019.0,,10.1186/s12879-019-3729-5,0.8737068528136587,[link](https://dx.doi.org/10.1186/s12879-019-3729-5),Saudi Arabia,Asia
3429661,"An empirical model to estimate daily forest fire smoke exposure over a large geographic area using air quality, meteorological, and remote sensing data",2014.0,,10.1038/jes.2013.87,1.0,[link](https://dx.doi.org/10.1038/jes.2013.87),"British Columbia, Canada",North America
719732,"Gastrointestinal, influenza-like illness and dermatological complaints following exposure to floodwater: a cross-sectional survey in The Netherlands",2016.0,Medical and Health Sciences,10.1017/S0950268815002654,1.0,[link](https://dx.doi.org/10.1017/S0950268815002654),Netherlands,Europe
3468394,Hourly associations between ambient air pollution and emergency ambulance calls in one central Chinese city: Implications for hourly air quality standards,2019.0,,10.1016/j.scitotenv.2019.133956,0.9436625014622566,[link](https://dx.doi.org/10.1016/j.scitotenv.2019.133956),"Luoyang, Henan",Asia
3629445,Real-time estimation and prediction of mortality caused by COVID-19 with patient information based algorithm,2020.0,,10.1016/j.scitotenv.2020.138394,0.3747385225549801,[link](https://dx.doi.org/10.1016/j.scitotenv.2020.138394),"Wuhan, China, Hubei, Italy",Asia
2502958,"Maternal exposure to neighborhood soil Pb and eclampsia risk in new Orleans, Louisiana (USA): Evidence from a natural experiment in flooding",2014.0,,10.1016/j.envres.2014.06.007,0.4175513791858485,[link](https://dx.doi.org/10.1016/j.envres.2014.06.007),"Orleans, Louisiana",North America
1289378,Airborne pollen parameters and their relationship with meteorological variables in NE Iberian Peninsula,2018.0,Natural Sciences,10.1007/s10453-018-9520-z,0.4849260854602152,[link](https://dx.doi.org/10.1007/s10453-018-9520-z),"Catalonia, Spain",Europe
203027,"Extreme temperatures and emergency department admissions for childhood asthma in Brisbane, Australia",2013.0,Medical and Health Sciences,10.1136/oemed-2013-101538,0.9432254947702686,[link](https://dx.doi.org/10.1136/oemed-2013-101538),"Brisbane, Australia",Oceania
2505137,Exploring the effects of high temperature on mortality in four cities in the Philippines using various heat wave definitions in different mortality subgroups,2017.0,,10.1080/16549716.2017.1368969,0.7897554042180276,[link](https://dx.doi.org/10.1080/16549716.2017.1368969),Philippines,Asia
2273097,Exposure to air pollution near a steel plant and effects on cardiovascular physiology: A randomized crossover study,2014.0,,10.1016/j.ijheh.2013.06.007,0.3936935537445494,[link](https://dx.doi.org/10.1016/j.ijheh.2013.06.007),"Sault Ste, Canada",North America
3540712,Air pollution and mortality in twenty-five Italian cities: results of the EpiAir2 Project,2013.0,,,0.9762931115013666,,Rome,Europe
3623456,"Spatial and temporal distribution of dengue in Brazil, 1990 - 2017.",2020.0,,10.1371/journal.pone.0228346,0.8750366093645844,[link](https://dx.doi.org/10.1371/journal.pone.0228346),Brazil,South America
761107,Heat adaptation and place: experiences in South Australian rural communities,2017.0,Natural Sciences,10.1007/s10113-016-1011-6,0.4312527942217326,[link](https://dx.doi.org/10.1007/s10113-016-1011-6),"Australia, South Australia",Oceania
3534446,Regionalized life cycle impact assessment of air pollution on the global scale: Damage to human health and vegetation,2016.0,,10.1016/j.atmosenv.2016.03.044,0.5594074826385197,[link](https://dx.doi.org/10.1016/j.atmosenv.2016.03.044),Australia,Oceania
573282,Reducing the negative human-health impacts of bioenergy crop emissions through region-specific crop selection,2015.0,Natural Sciences,10.1088/1748-9326/10/5/054004,0.3992319924962085,[link](https://dx.doi.org/10.1088/1748-9326/10/5/054004),"China, India",Asia
1773648,"Assessment of atmospheric impacts of biomass open burning in Kalimantan, Borneo during 2004",2013.0,Natural Sciences,10.1016/j.atmosenv.2012.03.019,0.6065340809462437,[link](https://dx.doi.org/10.1016/j.atmosenv.2012.03.019),"Kalimantan, Indonesia, Sarawak, Malaysia",Asia
1283292,Heatwave and elderly mortality: An evaluation of death burden and health costs considering short-term mortality displacement,2018.0,Natural Sciences,10.1016/j.envint.2018.03.041,0.9518735435211644,[link](https://dx.doi.org/10.1016/j.envint.2018.03.041),"Australia, Sydney, Melbourne, Brisbane, Perth, Adelaide",Oceania
140437,Modelling the correlation between building energy ratings and heat-related mortality and morbidity,2016.0,Engineering and Technology,10.1016/j.scs.2016.01.006,1.0,[link](https://dx.doi.org/10.1016/j.scs.2016.01.006),"Melbourne, Australia",Oceania
140815,"The short-term association between meteorological factors and mumps in Jining, China",2016.0,Natural Sciences,10.1016/j.scitotenv.2016.06.158,0.9646954548502891,[link](https://dx.doi.org/10.1016/j.scitotenv.2016.06.158),China,Asia
3484797,Evaluation of vehicular pollution using the TRAD-MCN mutagenic bioassay with Tradescantia pallida (Commelinaceae),2018.0,,10.1016/j.envpol.2018.04.091,0.5764513403472321,[link](https://dx.doi.org/10.1016/j.envpol.2018.04.091),Brazil,South America
3455121,"Aeropalynological spectrum of Hatay, Turkey, the eastern coast of the Mediterranean Sea",2018.0,,10.1007/s10453-018-9531-9,0.4101166480961497,[link](https://dx.doi.org/10.1007/s10453-018-9531-9),"Turkey, Syria",Asia
1523481,"Effects of Airborne Particulate Matter on Respiratory Health in a Community near a Cement Factory in Chilanga, Zambia: Results from a Panel Study",2017.0,Natural Sciences,10.3390/ijerph14111351,0.5385729312631664,[link](https://dx.doi.org/10.3390/ijerph14111351),"Chilanga, Zambia",Africa
3497257,Effect of different temperatures on hospital admissions for cardiovascular and cerebrovascular diseases: A case study,2017.0,,10.1177/1420326X15604492,0.7937186331846261,[link](https://dx.doi.org/10.1177/1420326X15604492),China,Asia
2507454,"Economic, energy and environmental impact of coal-to-electricity policy in China: A dynamic recursive CGE study.",2020.0,,10.1016/j.scitotenv.2019.134241,0.3698939805879482,[link](https://dx.doi.org/10.1016/j.scitotenv.2019.134241),China,Asia
3632019,Exposure assessment to air pollutants: dispersion models versus human biomonitoring,2019.0,,10.19191/EP19.4.P260.076,0.4512207361209565,[link](https://dx.doi.org/10.19191/EP19.4.P260.076),"Rome, Lazio",Europe
779614,Hourly associations between heat and ambulance calls,2017.0,Natural Sciences,10.1016/j.envpol.2016.10.091,0.7566378201802256,[link](https://dx.doi.org/10.1016/j.envpol.2016.10.091),"Brisbane, Australia",Oceania
3754291,Markov Chain-Based Acute Effect Estimation of Air Pollution on Elder Asthma Hospitalization,2017.0,,10.1155/2017/2463065,0.7447330754302888,[link](https://dx.doi.org/10.1155/2017/2463065),"Sichuan, China",Asia
3514855,Heat stroke and the thermal environment,2013.0,,,0.5587254952516308,,Tokyo,Asia
3636358,In utero exposure to DDT and incidence of diarrhea among boys from tropical Mexico,2017.0,,10.1016/j.envres.2017.08.027,0.7117135645537368,[link](https://dx.doi.org/10.1016/j.envres.2017.08.027),Mexico,North America
1731412,Effects of climate change on Plasmodium vivax malaria transmission dynamics: A mathematical modeling approach,2019.0,Natural Sciences,10.1016/j.amc.2018.11.001,0.8028802762092111,[link](https://dx.doi.org/10.1016/j.amc.2018.11.001),South Korea,Asia
1391992,Investigation of PM2.5 mass concentration over India using a regional climate model,2017.0,Natural Sciences,10.1016/j.envpol.2017.02.030,0.6570158256556189,[link](https://dx.doi.org/10.1016/j.envpol.2017.02.030),"India, West Bengal",Asia
645123,The efficacy of herbal system of medicine in the context of allopathic system in Indian Central Himalaya,2014.0,Medical and Health Sciences,10.1016/j.hermed.2014.05.004,1.0,[link](https://dx.doi.org/10.1016/j.hermed.2014.05.004),Vaidyas,Europe
3634621,Effect of temperature on the infectivity of COVID-19.,2020.0,,10.1016/j.ijid.2020.04.068,0.4537290240806733,[link](https://dx.doi.org/10.1016/j.ijid.2020.04.068),"China, Japan",Asia
2365005,"Variability in malaria cases and the association with rainfall and rivers water levels in Amazonas State, Brazil",2019.0,,10.1590/0102-311X00020218,0.3600662049270855,[link](https://dx.doi.org/10.1590/0102-311X00020218),"Amazonas, Brazil, Barcelos, Coari",South America
3504496,Seasonal Variation in the Prevalence of Sand Flies Infected with Leishmania donovani,2013.0,,10.1371/journal.pone.0061370,0.3530609973701329,[link](https://dx.doi.org/10.1371/journal.pone.0061370),India,Asia
2269596,One-day-ahead prediction of maximum carbon monoxide concentration in urban environments,2013.0,,10.1007/s00477-012-0601-1,0.6692103430847822,[link](https://dx.doi.org/10.1007/s00477-012-0601-1),"Athens, Greece",Europe
209684,The influence of temperature on mortality and its Lag effect: a study in four Chinese cities with different latitudes,2016.0,Medical and Health Sciences,10.1186/s12889-016-3031-z,0.9510715770549628,[link](https://dx.doi.org/10.1186/s12889-016-3031-z),"Wuhan, Changsha, Guilin, Haikou",Asia
794356,"Effect of diurnal temperature range on the outpatient visits for acute bronchitis in children: a time-series study in Hefei, China",2017.0,Medical and Health Sciences,10.1016/j.puhe.2016.12.016,0.8156783525771206,[link](https://dx.doi.org/10.1016/j.puhe.2016.12.016),"Hefei, China",Asia
3408216,"Effects of temperature and heat waves on emergency department visits and emergency ambulance dispatches in Pudong New Area, China: a time series analysis",2014.0,,10.1186/1476-069X-13-76,0.8723813224352605,[link](https://dx.doi.org/10.1186/1476-069X-13-76),"Pudong, China, Shanghai, New",Asia
3460078,The Incidence of Necrotizing Fasciitis in Taiwan A Nationwide Population-Based Study,2018.0,,10.1097/SAP.0000000000001298,0.5616747076766017,[link](https://dx.doi.org/10.1097/SAP.0000000000001298),Taiwan,Asia
